                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                0.89932,                0.89623,                 1.1682,                0.48376,                0.60952,                0.52598,                0.22507,                 2.2185,                 1.7647,                 2.2802,               0.006238,               0.006238,               0.006238
                     21,                0.84642,                0.83207,                  1.121,                0.52767,                0.56597,                0.55845,                0.21025,                 2.2602,                 1.6923,                  2.192,                0.00604,                0.00604,                0.00604
                     22,                  0.907,                0.77941,                 1.1417,                0.75622,                0.49995,                0.56396,                  0.174,                 2.4915,                  1.656,                 2.4136,               0.005842,               0.005842,               0.005842
                     23,                0.80841,                0.75261,                 1.0937,                0.50197,                 0.5131,                0.42062,                0.18177,                 2.4605,                  1.923,                 2.4646,               0.005644,               0.005644,               0.005644
                     24,                0.84463,                0.75953,                 1.1203,                0.75835,                0.51548,                0.45872,                0.18019,                 2.3399,                 1.9891,                 2.3555,               0.005446,               0.005446,               0.005446
                     25,                0.82981,                0.73288,                 1.1291,                0.50038,                0.57904,                0.44983,                 0.1911,                 2.2984,                 1.8369,                 2.3499,               0.005248,               0.005248,               0.005248
                     26,                0.83992,                0.73472,                 1.1155,                0.62657,                0.64072,                 0.5829,                0.23098,                 2.2322,                 1.5914,                 2.1526,                0.00505,                0.00505,                0.00505
                     27,                0.78513,                 0.7123,                 1.0856,                 0.7934,                 0.5381,                0.59377,                0.22579,                 2.3114,                 1.5811,                 2.2472,               0.004852,               0.004852,               0.004852
                     28,                 0.8112,                0.70061,                 1.1105,                0.76863,                0.53495,                0.61242,                0.27516,                  2.228,                 1.3957,                 2.2483,               0.004654,               0.004654,               0.004654
                     29,                0.73575,                0.64894,                  1.066,                0.64533,                0.57076,                0.59525,                0.28433,                 2.1644,                 1.4441,                 2.1646,               0.004456,               0.004456,               0.004456
                     30,                0.74668,                0.60175,                 1.0593,                0.79327,                0.55561,                0.61239,                 0.2195,                 2.3868,                 1.6008,                 2.4394,               0.004258,               0.004258,               0.004258
                     31,                0.81136,                 0.6857,                  1.099,                0.73701,                0.53425,                0.58207,                 0.1995,                   2.43,                 1.6928,                 2.4525,                0.00406,                0.00406,                0.00406
                     32,                0.73841,                0.57017,                 1.0639,                0.71913,                0.61071,                0.58375,                0.21259,                 2.4082,                 1.8723,                 2.4889,               0.003862,               0.003862,               0.003862
                     33,                0.74138,                0.62543,                 1.0581,                0.63528,                0.63571,                0.64648,                0.24066,                  2.313,                 1.5235,                 2.4017,               0.003664,               0.003664,               0.003664
                     34,                0.73191,                0.62704,                  1.053,                0.62665,                0.59659,                0.63424,                0.23141,                 2.3883,                 1.6044,                 2.3985,               0.003466,               0.003466,               0.003466
                     35,                0.75078,                0.64951,                  1.049,                0.59869,                0.65833,                0.63714,                0.25775,                 2.3141,                 1.3239,                  2.316,               0.003268,               0.003268,               0.003268
                     36,                0.69516,                0.57641,                 1.0205,                0.57791,                0.61372,                0.58549,                0.23241,                 2.2849,                 1.3793,                 2.2687,                0.00307,                0.00307,                0.00307
                     37,                0.67371,                0.55669,                 1.0422,                0.68028,                0.58325,                0.55879,                0.23284,                 2.2262,                 1.4751,                   2.32,               0.002872,               0.002872,               0.002872
                     38,                0.67577,                0.53654,                 1.0095,                0.65807,                0.56849,                0.55964,                0.25319,                 2.2931,                 1.6317,                 2.4433,               0.002674,               0.002674,               0.002674
                     39,                0.70802,                0.54425,                 1.0248,                0.58434,                0.58333,                0.48997,                0.20104,                 2.3081,                 1.7426,                  2.452,               0.002476,               0.002476,               0.002476
                     40,                0.67175,                0.56692,                 1.0345,                0.67568,                0.40785,                0.41674,                0.15391,                 2.3767,                 2.1921,                 2.4799,               0.002278,               0.002278,               0.002278
                     41,                0.70688,                0.54912,                  1.063,                0.61858,                 0.5869,                0.50587,                0.20676,                 2.1764,                 1.5951,                 2.2364,                0.00208,                0.00208,                0.00208
                     42,                0.67108,                0.52541,                 1.0275,                0.63885,                0.54035,                0.53389,                 0.2153,                 2.1857,                   1.61,                 2.2178,               0.001882,               0.001882,               0.001882
                     43,                0.62791,                0.45989,                  1.007,                0.59297,                0.60706,                0.51166,                0.20461,                 2.2164,                 1.5266,                 2.2651,               0.001684,               0.001684,               0.001684
                     44,                0.62193,                0.46666,                 0.9924,                0.64326,                 0.6119,                0.56235,                0.23446,                  2.237,                 1.5398,                 2.2346,               0.001486,               0.001486,               0.001486
                     45,                0.64343,                0.46171,                 1.0138,                0.73626,                 0.5869,                 0.5818,                0.25668,                 2.2253,                 1.5692,                 2.3026,               0.001288,               0.001288,               0.001288
                     46,                0.61997,                0.45705,                 0.9932,                0.66495,                0.58966,                0.58474,                0.26219,                 2.1801,                 1.6139,                 2.2578,                0.00109,                0.00109,                0.00109
                     47,                0.57963,                0.45063,                0.96149,                0.60029,                0.59173,                0.55703,                0.26134,                 2.0625,                 1.5877,                 2.2083,               0.000892,               0.000892,               0.000892
                     48,                0.57804,                0.41886,                0.96267,                0.63941,                 0.6119,                0.58278,                0.28207,                 2.0152,                 1.4575,                 2.1375,               0.000694,               0.000694,               0.000694
                     49,                0.59937,                0.42416,                0.98336,                0.74463,                0.53929,                0.62618,                0.28519,                  2.051,                 1.4328,                 2.1765,               0.000496,               0.000496,               0.000496
