                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     43,                0.84463,                0.63505,                 1.0931,                0.77529,                0.83128,                0.80095,                0.41241,                 1.6336,                0.91082,                 1.6645,               0.005842,               0.005842,               0.005842
                     44,                0.85332,                0.63445,                 1.0898,                0.71946,                0.79363,                0.80934,                0.42255,                  1.644,                 1.0992,                 1.6625,               0.005743,               0.005743,               0.005743
                     45,                0.82844,                0.60677,                  1.075,                0.82702,                0.85598,                0.88532,                0.51853,                  1.457,                0.84092,                 1.5171,               0.005644,               0.005644,               0.005644
                     46,                0.82686,                0.61092,                 1.0756,                0.77247,                0.90753,                0.89763,                0.50177,                 1.5539,                0.86143,                 1.5613,               0.005545,               0.005545,               0.005545
                     47,                0.81392,                0.60462,                 1.0717,                0.80316,                 0.8888,                0.88506,                0.49644,                 1.5085,                0.85372,                 1.5514,               0.005446,               0.005446,               0.005446
                     48,                 0.8143,                0.60376,                 1.0661,                0.84329,                0.83897,                 0.8838,                0.49853,                 1.5079,                0.87657,                 1.5236,               0.005347,               0.005347,               0.005347
                     49,                0.80098,                 0.5808,                 1.0631,                0.88483,                 0.8366,                0.89706,                0.53386,                 1.3994,                0.75483,                 1.4656,               0.005248,               0.005248,               0.005248
                     50,                0.80175,                0.57997,                 1.0603,                0.90239,                 0.8188,                0.89827,                0.54646,                 1.4679,                0.85947,                 1.5403,               0.005149,               0.005149,               0.005149
                     51,                0.79939,                0.58058,                 1.0567,                0.86499,                0.86084,                0.89955,                 0.5206,                 1.5227,                0.86846,                 1.5659,                0.00505,                0.00505,                0.00505
                     52,                0.79783,                 0.5752,                 1.0679,                0.81811,                0.85597,                0.88615,                0.52022,                 1.4216,                0.77901,                  1.516,               0.004951,               0.004951,               0.004951
                     53,                0.77575,                  0.563,                 1.0559,                0.84237,                0.86459,                0.89106,                0.51268,                 1.4682,                 0.7457,                 1.5579,               0.004852,               0.004852,               0.004852
                     54,                0.76393,                0.56104,                 1.0465,                0.88724,                0.81554,                0.90158,                0.53868,                 1.4271,                 0.8155,                  1.501,               0.004753,               0.004753,               0.004753
                     55,                0.75943,                0.55421,                 1.0464,                0.87622,                0.81354,                0.88382,                 0.5176,                 1.4453,                0.79261,                 1.5654,               0.004654,               0.004654,               0.004654
                     56,                0.74547,                0.55037,                 1.0366,                0.84115,                0.80534,                0.87606,                0.53628,                 1.4652,                0.85854,                 1.5211,               0.004555,               0.004555,               0.004555
                     57,                0.75546,                0.53561,                  1.035,                0.86554,                0.85668,                0.90255,                0.50115,                 1.4733,                  0.784,                 1.5159,               0.004456,               0.004456,               0.004456
                     58,                0.74624,                0.53042,                 1.0324,                0.85441,                0.89956,                0.91469,                0.52056,                 1.4278,                0.77056,                 1.4945,               0.004357,               0.004357,               0.004357
                     59,                0.73784,                0.54903,                 1.0324,                0.86315,                0.83506,                0.90378,                0.55468,                 1.3963,                0.80057,                 1.4792,               0.004258,               0.004258,               0.004258
                     60,                0.74254,                0.52831,                 1.0413,                0.90467,                 0.8592,                0.91281,                0.53309,                  1.421,                0.75915,                 1.4976,               0.004159,               0.004159,               0.004159
                     61,                0.72946,                0.52305,                 1.0291,                0.86307,                0.87946,                0.91322,                0.55142,                 1.2925,                0.65493,                 1.3807,                0.00406,                0.00406,                0.00406
                     62,                0.72196,                 0.5226,                  1.027,                0.94082,                 0.8261,                0.92584,                0.56777,                 1.3184,                0.63268,                 1.4143,               0.003961,               0.003961,               0.003961
                     63,                0.72078,                0.53357,                 1.0225,                0.84277,                0.86414,                0.90223,                0.53632,                  1.387,                0.68504,                 1.4971,               0.003862,               0.003862,               0.003862
                     64,                0.70125,                 0.5049,                 1.0075,                0.83169,                 0.8668,                0.89043,                0.53202,                 1.3891,                0.73488,                 1.4493,               0.003763,               0.003763,               0.003763
                     65,                0.70183,                0.51042,                  1.016,                 0.8456,                0.86863,                0.90091,                0.55696,                 1.3984,                0.86605,                 1.4979,               0.003664,               0.003664,               0.003664
                     66,                0.70107,                0.50309,                 1.0158,                0.84102,                0.84819,                0.89361,                0.50537,                 1.4102,                0.73116,                 1.5126,               0.003565,               0.003565,               0.003565
                     67,                0.69571,                0.49302,                 1.0099,                0.88045,                0.84626,                0.89707,                0.54102,                 1.3273,                0.69303,                 1.4302,               0.003466,               0.003466,               0.003466
                     68,                0.69274,                0.49121,                 1.0062,                0.88244,                0.83602,                0.89767,                0.53865,                 1.3183,                0.75312,                 1.4479,               0.003367,               0.003367,               0.003367
                     69,                0.68632,                0.48223,                 1.0058,                0.87749,                0.85479,                0.90914,                0.54977,                 1.4355,                0.72615,                 1.5013,               0.003268,               0.003268,               0.003268
                     70,                0.68894,                0.48071,                  1.005,                0.92927,                0.87508,                0.93771,                0.57378,                 1.2858,                0.60534,                 1.4003,               0.003169,               0.003169,               0.003169
                     71,                0.67006,                 0.4727,                 0.9878,                0.91997,                0.86446,                0.94119,                0.56898,                 1.3142,                0.63257,                 1.4045,                0.00307,                0.00307,                0.00307
                     72,                0.66186,                0.46384,                 0.9865,                0.87799,                0.85699,                0.91306,                0.55213,                 1.3603,                0.67201,                 1.4704,               0.002971,               0.002971,               0.002971
                     73,                   0.66,                0.46548,                0.98964,                0.86703,                0.86926,                0.91654,                0.57199,                 1.3292,                 0.6267,                 1.4026,               0.002872,               0.002872,               0.002872
                     74,                0.65638,                0.46737,                0.98456,                0.90952,                0.91346,                0.94807,                0.59829,                  1.309,                0.61049,                 1.4134,               0.002773,               0.002773,               0.002773
                     75,                0.65063,                 0.4545,                0.98493,                0.92051,                0.91367,                 0.9537,                0.58622,                 1.3057,                0.62782,                 1.4275,               0.002674,               0.002674,               0.002674
                     76,                0.66638,                0.46722,                0.99979,                0.92528,                0.87725,                0.93945,                0.55909,                 1.3827,                0.65963,                 1.4958,               0.002575,               0.002575,               0.002575
                     77,                 0.6378,                0.44667,                0.97836,                0.90847,                0.89594,                 0.9334,                0.62175,                 1.2872,                 0.5954,                 1.4282,               0.002476,               0.002476,               0.002476
                     78,                0.64192,                0.45332,                0.97746,                0.88577,                0.90341,                0.92242,                0.61033,                 1.2448,                0.63909,                 1.4057,               0.002377,               0.002377,               0.002377
                     79,                0.63466,                0.43997,                0.98002,                0.92682,                0.88533,                0.93228,                0.60188,                 1.2906,                0.64078,                 1.4139,               0.002278,               0.002278,               0.002278
                     80,                0.61978,                0.43254,                0.97359,                0.95208,                0.85578,                0.94017,                0.61425,                 1.2485,                0.60412,                 1.3736,               0.002179,               0.002179,               0.002179
                     81,                0.61222,                0.43299,                0.96784,                0.93651,                0.85768,                0.91891,                 0.5928,                 1.2274,                0.63828,                 1.3607,                0.00208,                0.00208,                0.00208
                     82,                0.62047,                0.42794,                 0.9776,                0.89947,                0.89983,                0.92992,                0.59524,                 1.3088,                0.63182,                 1.4063,               0.001981,               0.001981,               0.001981
                     83,                0.61104,                0.43035,                0.96644,                0.88199,                0.90113,                0.93166,                0.58031,                 1.2718,                0.61739,                 1.3815,               0.001882,               0.001882,               0.001882
                     84,                0.60382,                0.42302,                0.96409,                0.90364,                0.87301,                0.92594,                0.58054,                 1.2615,                 0.6416,                 1.3773,               0.001783,               0.001783,               0.001783
                     85,                0.60753,                0.42121,                0.97438,                0.91266,                0.87573,                0.93101,                0.62691,                 1.2113,                0.62162,                 1.3353,               0.001684,               0.001684,               0.001684
                     86,                0.59151,                0.40881,                0.95727,                0.88579,                0.88202,                0.92708,                 0.6055,                 1.2058,                0.61564,                 1.3426,               0.001585,               0.001585,               0.001585
                     87,                0.58509,                0.41413,                0.95217,                0.90191,                0.91782,                0.94577,                0.63419,                 1.1877,                0.56799,                 1.3236,               0.001486,               0.001486,               0.001486
                     88,                0.58487,                0.41141,                0.95351,                  0.926,                0.89459,                0.94684,                0.63507,                 1.1636,                0.56101,                  1.306,               0.001387,               0.001387,               0.001387
                     89,                0.57564,                 0.4015,                0.94928,                0.93466,                0.87116,                0.93891,                0.62102,                 1.2219,                0.61509,                 1.3422,               0.001288,               0.001288,               0.001288
                     90,                0.57462,                0.35392,                0.94029,                0.86967,                0.88255,                 0.9325,                0.61566,                 1.2325,                0.61565,                 1.3601,               0.001189,               0.001189,               0.001189
                     91,                0.54255,                0.32747,                0.92958,                0.90456,                0.88386,                0.92939,                0.62043,                 1.2616,                 0.6292,                 1.3951,                0.00109,                0.00109,                0.00109
                     92,                0.53656,                 0.3225,                0.91941,                0.90143,                 0.8962,                0.94257,                0.62493,                 1.2171,                0.58468,                 1.3656,               0.000991,               0.000991,               0.000991
                     93,                0.51398,                0.30782,                0.90955,                0.91679,                0.91566,                0.93863,                 0.6076,                 1.2199,                0.59219,                 1.3504,               0.000892,               0.000892,               0.000892
                     94,                0.52752,                0.31111,                 0.9176,                0.85472,                0.92053,                0.93432,                0.64259,                 1.1819,                0.57184,                 1.3204,               0.000793,               0.000793,               0.000793
                     95,                0.50242,                0.30504,                0.90594,                0.93104,                0.87815,                0.93407,                0.61911,                 1.2357,                0.61754,                 1.3751,               0.000694,               0.000694,               0.000694
                     96,                0.49693,                0.29681,                  0.903,                0.90483,                0.89605,                0.93696,                0.61199,                 1.1847,                0.58054,                 1.3248,               0.000595,               0.000595,               0.000595
                     97,                0.49072,                0.28884,                0.90114,                0.85825,                 0.9241,                0.93565,                0.61785,                 1.1812,                0.60846,                 1.3387,               0.000496,               0.000496,               0.000496
                     98,                0.49418,                0.30962,                0.90022,                0.89873,                 0.9355,                0.94596,                 0.6158,                 1.1781,                0.59834,                 1.3309,               0.000397,               0.000397,               0.000397
                     99,                 0.4902,                0.30052,                0.90534,                0.91688,                0.87858,                0.93164,                0.61342,                 1.2045,                0.62172,                 1.3577,               0.000298,               0.000298,               0.000298
