                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     66,                0.53947,                0.45219,                0.98424,                0.71588,                0.53929,                0.56727,                0.24145,                 2.3411,                 1.6151,                 2.7049,               0.003565,               0.003565,               0.003565
                     67,                0.56379,                0.45353,                0.97162,                0.80633,                0.48929,                0.58092,                 0.2152,                  2.417,                 1.6707,                 2.7426,               0.003466,               0.003466,               0.003466
                     68,                0.55673,                0.46126,                0.97761,                0.64457,                 0.5869,                0.48716,                0.19887,                 2.4109,                 2.1613,                 2.6897,               0.003367,               0.003367,               0.003367
                     69,                 0.5691,                0.45735,                0.97735,                0.61638,                0.58571,                 0.5425,                0.23719,                 2.3834,                 1.7294,                 2.6726,               0.003268,               0.003268,               0.003268
                     70,                0.58966,                0.47137,                0.99723,                0.58088,                0.58027,                 0.5456,                0.23984,                 2.2803,                 1.6839,                 2.6035,               0.003169,               0.003169,               0.003169
                     71,                0.53307,                0.43225,                0.96539,                0.65408,                 0.5881,                0.52835,                0.22652,                 2.3147,                 1.9641,                 2.7381,                0.00307,                0.00307,                0.00307
                     72,                0.52298,                0.44568,                 0.9645,                0.76019,                0.55577,                 0.5446,                0.21796,                 2.3743,                 1.7616,                 2.7691,               0.002971,               0.002971,               0.002971
                     73,                 0.5647,                0.46517,                 0.9732,                0.75776,                 0.5704,                0.56803,                0.22111,                 2.4116,                  1.644,                 2.7977,               0.002872,               0.002872,               0.002872
                     74,                0.54974,                0.44006,                0.96548,                0.77381,                0.58223,                0.58428,                0.24884,                 2.3298,                 1.5922,                 2.6657,               0.002773,               0.002773,               0.002773
                     75,                0.50662,                0.39523,                0.93708,                0.67474,                 0.5619,                0.52614,                0.23146,                 2.2426,                 1.5674,                 2.5646,               0.002674,               0.002674,               0.002674
                     76,                0.53581,                0.43165,                0.95375,                0.80053,                 0.4381,                0.52675,                0.23417,                 2.2437,                  1.476,                 2.5492,               0.002575,               0.002575,               0.002575
                     77,                0.52906,                0.45304,                0.97851,                0.77348,                 0.4381,                0.51857,                 0.2476,                 2.2285,                 1.4528,                 2.5304,               0.002476,               0.002476,               0.002476
                     78,                0.52653,                0.42513,                0.96487,                 0.5722,                0.63571,                0.56668,                0.24312,                 2.2634,                 1.4855,                 2.4826,               0.002377,               0.002377,               0.002377
                     79,                0.50355,                 0.4247,                0.94997,                0.66105,                 0.5631,                 0.6062,                0.25306,                  2.192,                 1.5203,                 2.4995,               0.002278,               0.002278,               0.002278
                     80,                0.50982,                0.39876,                0.94251,                0.75278,                0.46548,                0.57721,                  0.271,                 2.2614,                 1.4935,                 2.5614,               0.002179,               0.002179,               0.002179
                     81,                0.50251,                0.41772,                0.96381,                0.83468,                0.49167,                0.62078,                0.26616,                 2.2983,                 1.5464,                 2.5444,                0.00208,                0.00208,                0.00208
                     82,                0.49902,                0.42474,                0.96123,                0.83299,                0.56256,                0.63492,                0.27567,                 2.3009,                 1.6522,                 2.5425,               0.001981,               0.001981,               0.001981
                     83,                 0.5034,                0.38563,                0.95781,                0.81831,                0.56429,                0.64167,                 0.2514,                 2.3688,                 1.6769,                 2.5901,               0.001882,               0.001882,               0.001882
                     84,                0.45858,                0.38725,                0.93824,                0.67998,                0.57186,                0.62708,                0.25578,                  2.349,                 1.6948,                 2.5351,               0.001783,               0.001783,               0.001783
                     85,                0.46625,                0.37376,                0.93615,                0.70484,                0.53929,                0.62561,                0.25668,                 2.3571,                 1.7534,                 2.6108,               0.001684,               0.001684,               0.001684
                     86,                0.48242,                0.38179,                0.94314,                 0.6787,                0.58012,                0.64244,                0.26307,                 2.2769,                 1.7637,                 2.5475,               0.001585,               0.001585,               0.001585
                     87,                0.46979,                0.39704,                 0.9325,                0.81202,                0.51429,                 0.6438,                0.25688,                 2.3966,                 1.6894,                 2.6535,               0.001486,               0.001486,               0.001486
                     88,                0.47665,                0.37852,                0.95056,                0.69369,                0.62104,                0.60836,                0.24556,                 2.3315,                 1.6713,                 2.5328,               0.001387,               0.001387,               0.001387
                     89,                0.43376,                0.35823,                 0.9254,                0.74796,                0.57879,                0.60243,                0.24193,                 2.3267,                 1.5826,                 2.5193,               0.001288,               0.001288,               0.001288
                     90,                0.46154,                0.36313,                0.92938,                0.71654,                0.58545,                0.59767,                0.25567,                 2.3185,                 1.4771,                 2.5125,               0.001189,               0.001189,               0.001189
                     91,                0.45249,                0.34791,                0.92157,                0.66806,                 0.6208,                0.64179,                0.26567,                 2.3486,                 1.5675,                 2.5419,                0.00109,                0.00109,                0.00109
                     92,                0.43332,                 0.3142,                0.90716,                0.74827,                0.63274,                0.68042,                0.28143,                 2.3072,                 1.5905,                 2.5321,               0.000991,               0.000991,               0.000991
                     93,                 0.4305,                0.32809,                0.92915,                0.67753,                0.65952,                0.67333,                0.27354,                 2.3271,                 1.6312,                 2.5615,               0.000892,               0.000892,               0.000892
                     94,                0.40906,                0.29036,                0.91354,                 0.6786,                0.61071,                0.61794,                0.25304,                 2.3511,                 1.6066,                 2.5982,               0.000793,               0.000793,               0.000793
                     95,                0.41887,                0.29168,                0.90461,                0.62632,                0.61071,                0.63006,                0.26209,                 2.3024,                 1.6132,                 2.5466,               0.000694,               0.000694,               0.000694
                     96,                0.40502,                0.28448,                0.89272,                0.68164,                0.64281,                0.63604,                0.25751,                 2.3131,                 1.5674,                 2.6038,               0.000595,               0.000595,               0.000595
                     97,                0.41512,                0.31024,                0.90318,                0.67218,                0.66335,                0.63706,                0.27809,                 2.2835,                 1.5588,                 2.5915,               0.000496,               0.000496,               0.000496
                     98,                0.37674,                 0.2873,                0.89496,                0.71878,                0.63571,                0.62884,                0.28306,                  2.279,                 1.5623,                 2.6194,               0.000397,               0.000397,               0.000397
                     99,                0.36732,                0.28048,                0.89181,                0.73097,                0.63571,                0.62488,                0.25961,                 2.3192,                  1.606,                 2.6707,               0.000298,               0.000298,               0.000298
