                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     60,                0.63487,                 0.4949,                0.99496,                0.70811,                0.57105,                0.58456,                0.25402,                  2.219,                 1.4493,                  2.359,               0.004159,               0.004159,               0.004159
                     61,                0.59164,                0.47991,                0.97521,                  0.604,                0.56785,                0.54719,                0.20206,                 2.3777,                 1.6714,                  2.458,                0.00406,                0.00406,                0.00406
                     62,                0.62406,                0.48353,                0.97583,                0.49004,                0.58571,                0.47866,                0.20157,                 2.2885,                 1.7797,                 2.4464,               0.003961,               0.003961,               0.003961
                     63,                0.59728,                0.45708,                0.95854,                0.70514,                0.51847,                0.57068,                0.20188,                 2.3862,                 1.6056,                 2.4623,               0.003862,               0.003862,               0.003862
                     64,                0.58222,                0.47113,                 0.9766,                0.69783,                 0.5881,                0.57715,                0.21546,                 2.3347,                  1.652,                 2.3945,               0.003763,               0.003763,               0.003763
                     65,                0.61554,                  0.479,                0.98968,                0.65724,                0.57066,                0.60621,                0.26192,                 2.1049,                 1.5143,                 2.2101,               0.003664,               0.003664,               0.003664
                     66,                0.53441,                0.44243,                0.95637,                0.66023,                0.62678,                0.64306,                0.25446,                 2.1131,                 1.4279,                 2.2279,               0.003565,               0.003565,               0.003565
                     67,                0.57036,                 0.4522,                0.96109,                0.59147,                0.65952,                 0.6239,                  0.264,                 2.0471,                  1.562,                  2.172,               0.003466,               0.003466,               0.003466
                     68,                0.57809,                 0.4805,                 0.9639,                0.72707,                0.61592,                0.66081,                0.25746,                  2.138,                 1.5578,                 2.2688,               0.003367,               0.003367,               0.003367
                     69,                0.59443,                0.46093,                 0.9675,                0.85808,                 0.5881,                0.68081,                0.27024,                  2.088,                 1.5119,                 2.1988,               0.003268,               0.003268,               0.003268
                     70,                0.57987,                0.46866,                 0.9879,                0.90711,                0.60289,                0.69134,                0.29055,                  2.154,                  1.432,                 2.2424,               0.003169,               0.003169,               0.003169
                     71,                0.54764,                 0.4409,                0.96832,                0.89624,                 0.5131,                0.65514,                0.28644,                 2.1536,                 1.4887,                 2.2311,                0.00307,                0.00307,                0.00307
                     72,                0.54617,                0.44557,                0.95348,                0.71252,                0.58159,                0.62813,                0.26708,                 2.2163,                 1.6206,                 2.2817,               0.002971,               0.002971,               0.002971
                     73,                0.54147,                0.45217,                0.94669,                0.61586,                 0.5534,                0.54637,                  0.273,                 2.2154,                 1.6211,                 2.2822,               0.002872,               0.002872,               0.002872
                     74,                0.52182,                0.42524,                0.93311,                0.60269,                 0.5751,                0.55296,                0.23125,                 2.2168,                 1.7401,                 2.2749,               0.002773,               0.002773,               0.002773
                     75,                0.53067,                0.40164,                0.92827,                0.54085,                0.58296,                0.52864,                0.23054,                 2.1284,                 1.9482,                 2.2019,               0.002674,               0.002674,               0.002674
                     76,                0.53909,                0.43371,                 0.9602,                0.66304,                0.56548,                0.58336,                0.25997,                  2.215,                 1.7539,                 2.2376,               0.002575,               0.002575,               0.002575
                     77,                0.52753,                0.42355,                0.95196,                0.66349,                0.56429,                0.56309,                0.25177,                 2.1692,                  1.803,                 2.1902,               0.002476,               0.002476,               0.002476
                     78,                0.53372,                0.43343,                0.95355,                0.82893,                0.53442,                0.67733,                0.30293,                 2.1337,                 1.6024,                 2.2193,               0.002377,               0.002377,               0.002377
                     79,                0.49353,                0.41281,                0.92906,                0.70433,                0.53755,                0.59653,                0.27587,                 2.1284,                  1.686,                 2.2395,               0.002278,               0.002278,               0.002278
                     80,                 0.5152,                0.39698,                 0.9344,                0.71616,                0.56429,                0.61548,                0.29083,                 2.0878,                 1.5539,                 2.1833,               0.002179,               0.002179,               0.002179
                     81,                 0.5112,                0.39893,                0.93971,                0.86115,                0.50891,                0.60757,                0.28829,                  1.987,                 1.5037,                 2.1197,                0.00208,                0.00208,                0.00208
                     82,                0.49763,                0.41139,                0.93649,                0.86552,                0.49167,                0.59306,                0.29059,                 2.0388,                 1.5221,                 2.1386,               0.001981,               0.001981,               0.001981
                     83,                0.49133,                0.38634,                0.92558,                0.75165,                0.56548,                0.62833,                0.27294,                  2.099,                 1.7577,                 2.1889,               0.001882,               0.001882,               0.001882
                     84,                0.48218,                0.37698,                0.92906,                0.78711,                0.53616,                0.60048,                0.28238,                 2.0523,                 1.7365,                 2.1486,               0.001783,               0.001783,               0.001783
                     85,                0.48845,                0.36582,                0.93164,                0.77924,                 0.6131,                0.66821,                0.26832,                  2.107,                 1.7608,                 2.1705,               0.001684,               0.001684,               0.001684
                     86,                0.47216,                 0.3852,                0.91397,                0.67659,                0.56429,                0.60286,                0.26698,                  2.149,                 1.6651,                 2.2221,               0.001585,               0.001585,               0.001585
                     87,                0.48388,                0.38178,                0.93252,                0.75738,                 0.5881,                0.62153,                0.26267,                 2.2045,                 1.6513,                 2.2969,               0.001486,               0.001486,               0.001486
                     88,                0.47675,                0.37732,                 0.9295,                0.75289,                0.56118,                0.59538,                0.24478,                 2.1847,                 1.6115,                 2.3173,               0.001387,               0.001387,               0.001387
                     89,                0.46678,                0.36014,                0.92015,                0.64429,                 0.6055,                0.60107,                0.25594,                  2.171,                 1.6526,                 2.2962,               0.001288,               0.001288,               0.001288
                     90,                0.45916,                0.34707,                0.91835,                0.74785,                 0.5881,                 0.6035,                0.25994,                 2.1679,                 1.6568,                 2.2483,               0.001189,               0.001189,               0.001189
                     91,                0.43307,                0.32371,                0.90259,                 0.7697,                 0.5881,                 0.5926,                0.26371,                 2.1589,                 1.7131,                 2.2736,                0.00109,                0.00109,                0.00109
                     92,                0.45585,                0.31687,                0.90467,                0.73068,                 0.5881,                0.54471,                0.24269,                 2.1544,                 1.7168,                 2.2983,               0.000991,               0.000991,               0.000991
                     93,                0.45137,                 0.3346,                0.91294,                0.83753,                0.51088,                0.57005,                0.24923,                 2.1113,                 1.7301,                 2.2267,               0.000892,               0.000892,               0.000892
                     94,                0.44961,                0.29845,                0.89246,                0.83335,                0.51351,                0.54235,                0.24661,                 2.1136,                 1.8087,                 2.2001,               0.000793,               0.000793,               0.000793
                     95,                0.42668,                0.29806,                0.88904,                 0.8081,                0.49286,                0.54808,                0.23679,                   2.09,                 1.8671,                  2.163,               0.000694,               0.000694,               0.000694
                     96,                0.40236,                0.29483,                 0.8706,                 0.7799,                0.52492,                0.57309,                0.25229,                 2.0713,                 1.7944,                 2.1647,               0.000595,               0.000595,               0.000595
                     97,                0.43885,                0.30673,                0.92672,                0.76154,                 0.5881,                 0.5769,                0.24336,                 2.1047,                  1.764,                 2.1886,               0.000496,               0.000496,               0.000496
                     98,                0.39126,                0.29045,                 0.8846,                0.73487,                0.56429,                0.59211,                0.24967,                 2.1334,                  1.709,                 2.2177,               0.000397,               0.000397,               0.000397
                     99,                0.37786,                0.26981,                0.87198,                0.77194,                0.60268,                0.60383,                0.25775,                  2.184,                 1.6707,                 2.2592,               0.000298,               0.000298,               0.000298
